"created_at","screen_name","text","retweet_count","name","location","description","followers_count","long","lat"
"2020-08-11 14:34:49","Skyview_Music","Mark your calendars for Sat Nov 7th! We will be back in the Planetarium at @MoshJax with new music &amp; full dome videos! 
-
-
-
#art #space #indie #planetarium #alternative #music #band #sky #stars #visuals https://t.co/UsufWwlrl3",1,"Skyview","Jacksonville, FL","indie / space rock",405,-81.655651,30.3321838
"2020-08-11 14:15:24","mabdulrahim","Nasa reveals findings from journey to mysterious world in asteroid belt 

https://t.co/WGjZnCm1CL 

#NASA #Ceres #Space #asteroids",0,"Abdul Rahim","Virginia, USA","Performance Architect,Project Manager,Blogger",166,-78.6568942,37.4315734
"2020-08-11 14:15:00","kdconod","Jersey Skies: Shooting stars from the constellation Perseus
https://t.co/OCR3zmrL9v

#astronomy #stargazing #space #stars #nightsky",1,"Kevin ""Living in a Klepto-Fascist Regime"" Conod","NJ","Human. New Jerseyan.",308,-74.4056612,40.0583238
"2020-08-11 14:03:29","a_leinfelder","The leader of Russia's civil space program appears to be increasingly disengaged from reality, writes @SciGuySpace, citing recent interviews where he has made all manner of big promises #space  https://t.co/LJVHglszgv",2,"Andrea Leinfelder","Houston, TX","Space reporter @HoustonChron. Foodie, adventure seeker and dog mom. @UFlorida alumna. Send tips and favorite sci-fi references to andrea.leinfelder@chron.com.",3174,-95.3698028,29.7604267
"2020-08-11 13:56:10","nyEbaydeals","Check out Vtg 2001 Kennedy Space Center Large Black T Shirt Single Stitch Made in USA https://t.co/2mv4JIgxoS @eBay #vintage #vintagetshirt #tshirt #singlestitch #madeinUSA #nasa #kennedy #space",0,"eBayDeals","New York, USA","Check me on ebay",231,-74.0059728,40.7127753
"2020-08-11 13:39:51","JasonKanigan","[Audio Only version] #space #satellite insurance: where is the industry headed? Chris Kunstadter of Axa XL joins me on the Cold Star Project: https://t.co/ZYIcZ2042w",0,"Jason Kanigan","Wilmington NC","Founder, Cold Star Tech: Solving big Space and terrestrial problems where compliance cultures, time-sensitive missions & drive to be the best meet.",502,-77.8868117,34.2103894
"2020-08-11 13:38:45","WarlockOfWifi","The Russian made alien film Sputnik arrives on IFC Midnight. How does it rate? Check out this edition of #HauntLife

https://t.co/7fSBOYVIFk

#IFCfilms #IFCMidnight #alien #cosmic #horror #space #drama #EgorAbramenko #XYZfilms #Sputnikfilm #Sputnikmovie #Sputnik",1,"Warlock Of WiFi","Hendersonville, TN","GAMER / Colorblind Content Maker. Tech Junky. Movie Reviewer. A true Digital Jedi. Streaming weekly on Twitch #gaming #twitch #streamer",642,-86.6199957,36.3047735
"2020-08-11 13:31:15","federallamm","This is insanely gorgeous. #space is amazing. https://t.co/9ClnNuuFsX",0,"Ben Lamm","Austin, TX","Present: Founder/CEO @hypergiant PAST: @Conversable [Acq by @liveperson] / Chaotic Moon [Acq by @accenture ] / @teamchaos [Acq by @zynga]",17295,-97.7430608,30.267153
"2020-08-11 13:10:51","DiabeticCyborgg","The Egg by Sophie McNaughton https://t.co/qsjJ9l2RWt #Fiction #ScienceFiction #SpeculativeFiction #Space #SpaceTravel",0,"Adam, Diabetic Cyborg","Longview, TX","Stoic Optimist, mental Health/health advocate, geek, sneakerhead, pet lover, Historian, disabled blogger/vlogger w/ T1Diabetes, SPMS CSM MDD = redefined purpose",6282,-94.7404891,32.5007037
"2020-08-11 12:36:45","SuitedtechLLC","Wait for it..... Wait for it. #saturn #space #moon 🪐🌝 https://t.co/ISjTSXcs2G",0,"Suited Technologies, LLC","Florida, USA","We offer technology solutions that help keep perceived wait times down, customers entertained and employees productive. #directv #att #technology",59,-81.5157535,27.6648274
"2020-08-11 12:24:06","UselessFactsCom","Since #birds need gravity to swallow, they cannot live long in #space.
https://t.co/cYHasWCQxV https://t.co/5esmQ5eII5",0,"UselessFacts","Tennessee, USA","Completely useless facts. From science, history, broken records and more. It’s a perfect time waster.",2,-86.5804473,35.5174913
"2020-08-11 12:22:57","JohnsonFreese","Pleased &amp; honored to be mentioned in US Space Force Capstone document. Hope to see more #women noted in future reports. #Space security needs more women’s voices, like @VSamson_DC @Genevaexpat &amp; a whole crowd of newbies! https://t.co/9DMXm9RLZq",4,"Joan Johnson-Freese","Newport, RI","Professor of National Security Affairs (views solely my own...). Author of Women, Peace & Security: An Introduction. Animal lover & Space Enthusiast",3183,-71.3128285,41.4901024
"2020-08-11 12:09:42","wharrio50","The Official #Pulitzer ought take great ambition.. Who's got the guts to stop the two words ConfidentialSources without #Space They call that ""On The Market"".. loosely FSBO, and Yes ~ #IT is #FactsMatter here.. they're indivisible is the Question.. One has our Answer @GenFlynn https://t.co/igGvUhQ9KK",0,"William Harrison⭐⭐⭐☆ Delta to Jack Shite","Maine, USA","PacificCoastCollection/ConfidentialSources•© Indivisible Words  CheckerBoardSquare•© BlackHoleConcepts•© Legacy Names O Disaggregation O Names for Aggregators",313,-69.4454689,45.253783
"2020-08-11 11:58:40","QuinnCrossSold","Who agrees? I do... #quinncrosssold #space #parents #buyingandselling https://t.co/wev62Pkdjp",0,"Quinn Cross","Canfield, OH","Real Estate Agent with Howard Hanna",8,-80.7609121,41.0250584
"2020-08-11 11:53:34","Talvoti","NASA's Dawn spacecraft discovers a hidden ocean under Ceres' icy shell #space  https://t.co/APVw7hOfst",0,"Chris Adams","NC","VP at Retail Business Services/Ahold Delhaize, Star Wars fan, Retail Operations, Merchandising, Data, Change Mgmt & Process Improvement |Thoughts are my own.",290,-79.0192997,35.7595731
"2020-08-11 11:50:11","peteatk400","A must read for Space Professionals! https://t.co/cNYBaOtHRv #space #SpaceForce #USSF #militaryspace #spacepower #usspacecom https://t.co/7fXMbALUkv",0,"Pete Atkinson","Colorado Springs, CO","Chief of International Engagements, United States Space Command (USSPACECOM)",5,-104.8213634,38.8338816
"2020-08-11 11:47:23","Fang__Banger","I re processed NGC 7635 also known as the Bubble Nebula an emission nebula in the constellation Cassiopeia. The ""bubble"" is created by the stellar wind from a massive hot star. It is located 11,090 light years away
#Astrophotography 
#Space 
169 subs at 60 seconds https://t.co/bD75As5sYK",3,"Cody Davis","Florida","Astrophotographer
Skywatcher 100mm doublet apo refractor
Skywatcher eqm 35 pro
Zwo asi294mc pro
Canon eos rebel t7/t3 non modified
Orion star shoot autoguider",533,-81.5157535,27.6648274
"2020-08-11 11:25:23","desota","'It's a feeding frenzy': Palm Springs #RealEstate inventory at historic low https://t.co/IFacLEwgb3 #residential #housing #apartment #dwellers #space #supply #demand #multiple #overbids",0,"DeSota Wilson","Atlanta, GA","Biz Consultant, real estate, FinTech, startups, economy, military brat, @UNC, @KAPsi1911 ΘΟ, post are mine & not the view of my employer, RT not endorsement",8563,-84.3879824,33.7489954
"2020-08-11 11:08:41","SolarLunicity","'Til the break of dawn ☀️
#alienlife #space #water #planet #NASA https://t.co/rmEkRE2T9S",0,"Solar Lunicity","California, USA","Astrology, ET, Ghosts, Numerology, Paranormal, Spirits, Tarot, Telepathy, the Mind, Moon, Magic, and Manifestation. All that and a bag of chips.",35,-119.4179324,36.778261
"2020-08-11 10:37:53","EDUC8_2_EMPOWER","“When you declare I am #open and ready to receive, the Universe not only hears you but puts out its hands to help you.”

Whatever it is you want in your life. You must be open to accept it into your life. Living with an open #heart will create #space for all that you desire. https://t.co/9FEuAe9ZFi",9,"KᗴᒪᒪY ᑕᗴᖇᗷOᑎᗴ","Toms River, NJ","2020 OCTOY | Fitness Fan | Yogi | Eating Expert #Gratitude #LiveAGreatStory #AntiRacismEdu #CoffeeEduJS #thewalkingED #educate2empower -Tweets/RT are my own",1400,-74.1666666666667,39.9833333333333
"2020-08-11 07:56:54","seanhussey20","#Space. Never ever ceases to amaze me. https://t.co/W5Fd0hE7bY",0,"Sean Hussey","Honolulu, HI","Father and Husband. Tripler Army Medical Center employee. Learning to enjoy island life. 🏝",254,-157.8583333,21.3069444
"2020-08-11 07:20:55","Rebeccas_Art","Rapid Solar Climate Forcing, Deadly Storms, Rare Quake | S0 News Aug. 10, 2020
https://t.co/BuO0mAeI6A
#space #weather #spaceweather
#science #climate #solar #earth
See https://t.co/WWY7NoH3gi
&amp; https://t.co/5eW8m3mTvc",0,"Rebecca Jo Steelman","Rialto, CA","Art!  Spiritual freedom, love, joy, nature, music, science, gardening & growing food!
Intelligence = awake*aware, true seeker.
Plasma universe! 🌎Earth~⚡~Sun🌞",3662,-117.3703235,34.1064001
"2020-08-11 07:16:00","Arachie92","The Wizard Nebula - NGC 7380 imaged from my backyard.

I slightly modified the SHO palette to bring a deeper warmth in the golden areas, and a cooler blue to add contrast. 10 hours total exposure. #Astrophotography #astronomy #space #science #photography #nasa #telescope #astro https://t.co/Ik6sIy5kza",7,"Photon’s End","California, USA","Amateur Astrophotographer",24,-119.4179324,36.778261
"2020-08-11 07:01:08","MoptuTech","Dwarf planet closest to Earth is geologically alive https://t.co/6TTBNyFDwj #Astronomy #Ceres #Science #ScienceNews #Space",0,"Moptu Technology","Santa Monica, CA","The https://t.co/PxovTAEB3I Twitter account dedicated to Technology and Science!",44,-118.4911912,34.0194543
"2020-08-11 06:46:40","sanjaykalra","#Perseids Peak: Watch Best Meteor Shower of the Year! – Watch the Skies @nasa #space  https://t.co/o3AVmzX44X",1,"Sanjay Kalra | Digital Transformation Sherpa","San Francisco, CA","Helping my customers navigate Digital Disruption by harnessing AI, ML, Robotic Automation & Analytics. *All tweets & opinions are personal. Pronouns: He/Him/His",2464,-122.4194155,37.7749295
"2020-08-11 06:46:36","GeekGirlRebecca","Excited to share from my #etsy shop: #Geeky #Reusable, Washable #FaceMask Ready to Ship: #Space For Days for $10! #NorthernLights and #purplegalaxy are back! #cottonmask #faceprotection #cottonfacemask #nebulae #galaxy https://t.co/Q66nAiYRFU https://t.co/kGDUFo39yc",1,"GeekGirlRebecca","Altoona, PA","Geek Girl, Costumer, Musician, Lover of Everything BritTV,  Senior Correspondent https://t.co/UYGoF7VmWy and check out my Etsy store: https://t.co/KPVT2z5UGQ",589,-78.3947359,40.5186809
"2020-08-11 06:35:07","grifinity","page from a comic book im workin on for a client, but this one is just for experiemnting colors not a part of it fully but yee #illustration #digitalart #galaxy #space #cartoon https://t.co/5q5rxWuKCA",0,"jess/grif ( COMMISSIONS OPEN)","Miami Beach, FL","☆21☆ cartoonist ☆ https://t.co/6TcBtLdKgx",1232,-80.1300455,25.790654
"2020-08-11 06:27:43","_Soldier","Mysterious 'fast radio burst' detected closer to Earth than ever before https://t.co/Gg9lVRQQ9L #space",2,"╔ Edgardo ╗","Mexico","💻 Freelance full-stack web and mobile developer. I love to share knowledge! Tips in Español|English about front, back, devops, design, mobile development 🙂",1385,-103.7,23.3833333333333
"2020-08-11 05:33:22","johnjgraceVO","A wise observation from someone who certainly had her share of adventure. 
- - - - -
#space #sallyride #quote #quotes #quoteoftheday #vo #voiceover #voiceacting https://t.co/GpT5KbVtXx",0,"John J. Grace","Rancho Santa Margarita, CA","Advertising guy turned VO talent. From the world of ""Mad Men"" to the voice you hear in commercials, YouTube videos, and more. Lovin' it!",2517,-117.602832,33.640171
"2020-08-11 05:23:27","CareUrDeal","5% Off

Apple MacBook Air

https://t.co/vNQfJNrEzc

#instamodels #model #macbookair #amazon #apple #macbook #air #ssd #storage #space #gray #modelling #latestmodel #latemodel #256gb #13inch #applemacbook #8gbram #256gbssd #ssdstorage #storagespace #spacegray #apples #inch #8gb https://t.co/VwNOWP5fpg",1,"#AmazonDeal","United States,NY","#USA #UK #Coupons #Discount #Fashion #Beauty #Grocery #Toys #Games #Electronic #Clothing #Kitchen #AliExpress #Amazon #Walmart. Join here https://t.co/E2Y1yS4iax",1145,-101.666666666667,40.6666666666667
"2020-08-11 04:12:02","LuluWalcott1","#Space #Science #Astronomy #Ceres --&gt; Mud volcanoes and a buried ocean: Scientists say asteroid Ceres is surprisingly active https://t.co/ael7WSaH9J via @nbcnews",0,"Lulu Walcott 🦂 Green Bernie Bro @GreenPartyUS🌻","Los Angeles, CA","Green-eyed Jamaican🇯🇲Irish🇮🇪 #Mulatto in L.A. Progressive. Independent. Actor. #Atheist #Feminist #Bernie2020 #NotMeUs @GreenPartyUS 🌻 @4apeoplesparty 🌎🌞",1963,-118.2436849,34.0522342
"2020-08-11 03:39:22","istockhistory","The Death Of Saturn’s Rings Is Coming In Just 300 Million Years #astronomy #space  https://t.co/gmX0pNoFoR",6,"istockhistory","San Diego, California","Grew up #20thcentury grew old #21century proudly particular #arts #history #archaeology #culture  #science #technology #space #innovation #exploration #nature",40854,-117.1610838,32.715738
"2020-08-11 03:17:28","TheNewDayGaming","Which would you rather fly into #space with? 🚀 🛸",0,"@NewDayGaming","Colorado, USA","NewDayGaming is a community that created a movement for gamers seeking to eliminate toxic gaming and cyberbullying/cyber-harassment across the gaming universe.",79,-105.7820674,39.5500507
"2020-08-11 02:53:19","space_everyday","India’s most poweful Rocket GSLV rocket and satellite launch with KSP simulation.

Watch full video

https://t.co/eRdjFXPEB8
#isro #Hyderabad #Telangana #India #andrapradesh #Vijaywada #space #KSP #Bangalore https://t.co/127kZJwhQS",0,"Everyday Space","Arizona, USA","Praneeth 6th Grade",8,-111.0937311,34.0489281
"2020-08-11 02:21:47","RyanLores","Hour long #timelapse of the Milky Way. #Space ☄️ 🌌  🌠https://t.co/jaNDU4iUuK",0,"Ryan J. Lores","Orlando, FL","Girl Dad. Cat Dad. Over-tweeting about motorsports, science, photography, cycling, music, renewable energy, the oceans & life. Made in 🇵🇷",2103,-81.3792365,28.5383355
"2020-08-11 01:12:31","ZGFGaming","I nearly broke the server again! The Tachi just got way too big! Sooo it's now part of the station and I need to build another new ship!!! Streaming Space Engineers at https://t.co/mzMqPAqTMq

#SupportSmallStreamers #SpaceEngineers #space #stream #twitch #streaming #streamer",0,"ZGF Gaming","Utah, USA","Gaming community and streamers centered around tolerance and fun! https://t.co/HiQ0C9MGox 

Variety streamer with D&D and more!",158,-111.0937311,39.3209801
"2020-08-11 01:12:00","MattCrossWrites","Quick guide to this weeks’ Perseid meteor shower
🚀 https://t.co/fuzQg49n9B🚀 
#Mondaysblog #meteorshower #comet #space #PerseidMeteorShower https://t.co/ISwOrTABra",2,"Matthew Cross","Atlanta, Georgia","I blog about Sci Fi at https://t.co/WYAmcp57MY. I'm writing my YA paranormal SF novel. I love introducing new readers to Sci Fi books. Be stellar!",2070,-84.3879824,33.7489954
"2020-08-11 01:05:35","realroyhuff","U.S. military #space architecture to bring in commercial systems, small #satellites - SpaceNews https://t.co/uzjVezq4NW #technology  #innovation",1,"Roy Huff ♛","Honolulu, HI","Best-selling #author, #scientist, & teacher. Optimist. Life-long learner. Hawaii resident, book lover and fan of all things science fiction & fantasy.",35965,-157.8583333,21.3069444
